"","gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","past_ptsd_mean","control_mean"
"1","GRB10",187.08,0.74,0.12,6.08,"1.2e-09","1.1e-05",405.45,186.53
