baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
746.5537394462477,0.06624434568420295,0.102595167563734,0.6456868023832677,0.5184822093383827,0.9998841683576948
146.9839836209278,-0.2565892859605677,0.15326247794505174,-1.674182026813902,0.09409483068525294,0.9998841683576948
9381.678566560313,-0.1616219924493236,0.13975913863963302,-1.1564323737431128,0.24750434603789911,0.9998841683576948
858.9396071088239,0.05765053247867152,0.09757370794304694,0.5908408493845669,0.5546270617581956,0.9998841683576948
3895.8658219012937,-0.2070704771292911,0.1355997664723611,-1.5270710452993121,0.1267433459772321,0.9998841683576948
944.8183375469753,0.2646753691021206,0.22230033120099138,1.190620669218959,0.2338025336803388,0.9998841683576948
2502.643208671026,-0.22223323522035637,0.131172885273711,-1.6942010138500418,0.09022709226258738,0.9998841683576948
220.94036681131217,-0.2232544061992593,0.12117806944529341,-1.8423664217562805,0.06542156996551203,0.9998841683576948
353.83701169465405,-0.1785002812937568,0.12726671934283232,-1.4025684186366982,0.16074557483423907,0.9998841683576948
145.99588775834206,-0.3041685239223633,0.13379491363777807,-2.273393775983416,0.02300246088290395,0.9998841683576948
112.64664676652198,0.006335649401802467,0.06595798124912056,0.0960558416406497,0.9234762223376332,0.9998841683576948
639.2688274304084,0.02776522969861587,0.07315222699674141,0.3795541275845598,0.7042764177344307,0.9998841683576948
188.38534821164546,0.0636657901025953,0.063341794607874,1.0051150349737805,0.31484146121932544,0.9998841683576948
510.46561662690016,-0.09901035226581345,0.1879961197120462,-0.5266616801318437,0.598428550776912,0.9998841683576948
191.97587069879393,0.024854541565078082,0.09566572356952834,0.25980613157662674,0.7950133210179515,0.9998841683576948
107.09413563607131,-0.016631842080312133,0.15652546683952268,-0.10625646047338665,0.9153788754678899,0.9998841683576948
170.88817010111094,0.07563118918476248,0.1192740809889097,0.6340957612726842,0.5260183288574776,0.9998841683576948
1565.47654258719,-0.006361048297088802,0.06503124142290104,-0.09781526782985156,0.9220789835483401,0.9998841683576948
239.94261418494233,-0.0013681667466430157,0.07142539544750315,-0.019155186164122852,0.9847173072966046,0.9998841683576948
640.520780676074,-0.020785529506348988,0.05976599710081841,-0.3477818578227043,0.7280040155145835,0.9998841683576948
127.02266087309954,-0.012111838257897994,0.12198682198916652,-0.09928808751959806,0.9209095364623522,0.9998841683576948
1313.3730308554866,0.008112823427931824,0.08074869427763282,0.10047002617823203,0.9199711780515425,0.9998841683576948
129.28409832461077,-0.031341503643659493,0.08395483780937163,-0.3733138489865671,0.7089148702890771,0.9998841683576948
1234.1513569178655,-0.003223319667650656,0.07875845868076566,-0.040926647393086345,0.9673543736927477,0.9998841683576948
324.46200499730537,0.012031417078033846,0.10696494223234315,0.11248000351273867,0.9104428240040348,0.9998841683576948
398.9862019800244,0.01195173501278093,0.06245899367860124,0.19135330732803102,0.8482487993966132,0.9998841683576948
113.14915996213543,-0.04622998466617358,0.11903563526220531,-0.3883709660921341,0.6977415269987362,0.9998841683576948
757.7439051274938,-0.010521048392727075,0.09664024641857814,-0.1088681867299596,0.913307039938804,0.9998841683576948
2033.6313210816065,-0.05377040713631338,0.04436078335561911,-1.2121158164692862,0.22546805012057364,0.9998841683576948
275.1109053468922,0.01946624945471134,0.04616027926379794,0.4217099585439057,0.6732367347072924,0.9998841683576948
392.0039111115818,0.06114909445706481,0.055638380453522436,1.0990451907230792,0.27174835493327426,0.9998841683576948
493.27742524350646,0.005989332069907129,0.08583397815202785,0.06977810185261266,0.9443702768756879,0.9998841683576948
228.38726387522544,-0.005281484289101624,0.08765360855729318,-0.06025404288574701,0.9519533038659098,0.9998841683576948
1031.4332004721969,0.043275392210744536,0.06405406131645804,0.6756073123442271,0.49928999763732645,0.9998841683576948
1757.5225515030174,0.06578371864043955,0.10550834821594018,0.6234930197732065,0.5329605878319692,0.9998841683576948
139.1671695992167,0.07414773305734043,0.11429873819638466,0.6487187367715471,0.5165201913292063,0.9998841683576948
1151.522358629506,-0.10943611557941209,0.05535462768656317,-1.977000300662788,0.048041596209940696,0.9998841683576948
1334.1947430386958,-0.10809892340313551,0.07516139394386388,-1.438224036715868,0.15037049724739066,0.9998841683576948
